C_CUSTOMER_SK,C_PREFERRED_CUST_FLAG,AGE,GENDER,MARITAL_STATUS,EDUCATION_STATUS,PURCHASE_ESTIMATE,CREDIT_RATING,DEP_COUNT,DEP_EMPLOYED_COUNT,DEP_COLLEGE_COUNT,RECENCY,MONETARY,FREQUENCY
10550835,Y,53,M,U,4 yr Degree,8500,Good,0,0,0,54,829935.27,41
15449917,N,66,F,W,Primary,4500,High Risk,6,6,4,1,779551.30,38
37909507,Y,41,M,D,College,1000,Unknown,3,0,1,16,754426.02,38
80349186,N,50,F,W,Secondary,5000,Unknown,6,0,2,68,747074.32,37
98187144,Y,34,F,S,Advanced Degree,3000,Low Risk,6,2,1,37,815376.17,39
40345698,N,66,M,M,4 yr Degree,2000,Good,6,2,5,7,1264528.90,39
80997255,N,41,F,W,Secondary,8000,Low Risk,6,5,3,3,1349068.70,37
7808517,Y,34,M,S,Secondary,2000,High Risk,6,3,5,1,913166.92,39
23188620,Y,75,F,S,Primary,2000,High Risk,5,4,2,139,764997.70,38
15616980,Y,68,M,M,Primary,8000,Unknown,6,2,0,63,1265024.64,40
58697160,N,58,F,U,4 yr Degree,9500,Unknown,4,4,0,42,1384341.12,38
15540230,Y,44,F,U,Primary,2000,High Risk,1,0,0,87,1059327.15,42
86867833,N,40,M,U,Advanced Degree,1500,High Risk,6,4,6,27,1189400.85,38
74006166,N,60,M,M,Unknown,4000,Good,5,5,4,13,730719.98,36
87953862,Y,76,F,M,College,8500,Good,4,0,1,22,855092.00,38
10657961,N,50,F,M,Secondary,5000,High Risk,6,4,3,377,1018140.57,40
89238172,,63,M,U,Primary,5500,High Risk,6,1,3,24,1392239.60,40
44802789,Y,51,F,M,Unknown,4000,Good,6,4,2,8,1219359.20,38
93089416,Y,69,F,D,4 yr Degree,500,Low Risk,4,0,0,9,1460132.88,40
20011947,Y,34,M,S,Primary,4000,Low Risk,3,0,3,67,840563.09,38
15075146,Y,71,M,U,2 yr Degree,4000,Unknown,6,5,5,78,605434.13,35
52708721,N,40,M,W,Secondary,6000,Good,1,0,1,69,831754.91,38
34350305,Y,35,M,U,Unknown,5500,Unknown,6,6,6,1,816145.70,38
68887568,Y,47,M,U,Primary,5000,Low Risk,5,1,5,1,1141534.61,38
49221926,N,58,M,M,College,2500,Good,5,3,0,47,703238.85,38
10351466,Y,66,F,U,College,10000,Good,6,1,0,177,1212121.46,39
90725305,Y,75,M,U,Advanced Degree,2000,Low Risk,1,1,1,26,817379.61,35
58938101,N,36,F,W,Advanced Degree,7500,High Risk,5,3,5,134,745234.52,36
2734717,Y,63,M,S,Primary,500,High Risk,5,0,1,0,964772.97,38
14770471,Y,44,M,S,Advanced Degree,9000,High Risk,6,0,5,51,746954.06,42
65866653,Y,70,F,S,Advanced Degree,4500,High Risk,6,1,2,28,1225928.69,37
61301789,Y,51,M,U,Advanced Degree,8500,Unknown,6,4,1,15,973801.60,35
35372880,Y,57,M,D,4 yr Degree,8000,Unknown,6,3,0,36,1241628.16,42
14125448,Y,78,M,M,Secondary,4000,Good,6,0,2,4,902183.88,37
96894743,N,33,F,M,Secondary,9000,Good,1,1,1,100,966759.80,39
29446393,Y,74,M,M,2 yr Degree,4000,High Risk,4,0,1,8,1729398.40,41
89808835,Y,78,F,W,Primary,1000,Unknown,5,2,1,30,1084887.47,37
61856424,Y,53,M,U,Advanced Degree,500,Low Risk,6,3,0,10,818179.68,38
46832446,N,65,M,U,Primary,9500,Good,1,0,1,1,1207492.43,42
89269420,Y,68,M,M,Unknown,6500,Good,5,3,5,194,42130796.07,1295
73417385,Y,66,M,U,2 yr Degree,3000,Low Risk,5,0,4,18,1105781.41,37
57001308,Y,42,M,W,4 yr Degree,7500,Unknown,5,0,3,55,1226943.07,38
9759582,N,76,M,D,Advanced Degree,7000,High Risk,5,3,3,50,1587285.35,41
86930833,N,63,M,W,Primary,7000,Unknown,6,5,5,129,1152990.39,37
19438431,Y,79,F,D,Primary,5500,Good,2,0,1,139,1299795.73,40
33786909,Y,76,M,S,4 yr Degree,8000,High Risk,3,2,0,62,1438454.99,41
90446528,N,56,F,M,4 yr Degree,2000,Low Risk,3,2,3,31,860439.18,39
9956968,N,67,M,W,College,9500,High Risk,5,3,3,222,922567.09,42
56501515,Y,52,M,U,Secondary,3000,Unknown,6,1,6,6,859610.40,39
82491786,N,74,F,M,Advanced Degree,8000,Good,6,3,1,126,951999.78,41
48584424,N,37,M,D,4 yr Degree,6000,Good,6,2,1,169,1479975.94,40
70167379,Y,56,F,S,Unknown,1500,Low Risk,5,3,3,35,1117400.51,41
60052055,N,57,M,U,Primary,8500,Low Risk,6,6,1,3,1014637.67,38
61709488,N,43,F,S,Primary,8500,Good,6,4,3,101,1573477.80,40
84839952,Y,41,M,M,Unknown,5000,High Risk,5,0,2,52,1212068.68,38
76390159,N,43,M,M,Unknown,4000,Low Risk,4,0,0,5,926153.49,38
92621456,N,35,M,W,4 yr Degree,5500,Unknown,6,1,1,27,949729.13,36
52723239,Y,45,M,D,Primary,6500,Good,6,3,5,16,1355021.38,41
83465591,Y,35,M,M,Secondary,3500,Good,4,0,4,57,1242233.37,39
4881487,N,50,M,D,College,4500,Unknown,5,4,2,103,1029105.01,41
31630126,N,55,M,M,4 yr Degree,7500,Unknown,6,6,4,16,1518538.19,41
46921848,N,47,F,D,Primary,2000,Unknown,5,1,3,20,1341750.50,38
37924281,Y,77,F,S,Secondary,8000,Good,6,3,0,13,1391962.42,42
41118265,N,69,M,S,Primary,3500,High Risk,4,1,1,40,1138579.10,39
47282953,N,52,M,W,College,4000,Unknown,5,0,1,142,1181404.18,41
77166595,Y,41,M,S,Unknown,2000,Low Risk,6,0,4,10,1082256.55,35
87459066,N,37,M,D,Primary,3500,Low Risk,6,1,4,92,791733.63,36
21682440,N,69,F,M,Primary,6500,Unknown,5,2,2,3,960739.58,38
24354217,N,46,M,W,4 yr Degree,7500,Good,5,1,3,44,932778.61,40
74311642,Y,47,F,D,Unknown,4000,Good,5,4,0,17,818473.10,38
63694916,N,64,F,D,Advanced Degree,2500,Low Risk,6,1,1,50,1198018.79,41
59524503,Y,38,F,M,Advanced Degree,9500,Good,6,6,1,50,835012.84,40
505956,Y,69,F,U,Advanced Degree,5000,Good,5,5,5,57,954063.76,39
60684144,N,78,F,D,College,7500,Low Risk,3,0,1,22,1375462.77,41
74426139,Y,76,M,U,Unknown,4000,Low Risk,3,1,3,46,933002.68,39
70977896,N,65,F,U,4 yr Degree,5000,Low Risk,3,1,1,14,1319693.41,39
74684566,N,57,F,M,College,2000,High Risk,3,1,0,21,1003075.50,36
72277650,Y,62,F,U,4 yr Degree,7000,High Risk,6,5,4,25,1510651.13,38
84251131,Y,58,M,M,Secondary,8500,Unknown,2,2,1,0,893582.07,37
93986771,Y,47,F,D,Primary,7000,Unknown,3,0,1,38,1179255.18,40
43942670,N,70,F,M,2 yr Degree,9000,Good,6,0,2,13,1206304.01,39
21685730,Y,56,M,M,Primary,5000,Good,0,0,0,24,1080593.18,42
17853487,N,64,M,D,Unknown,2000,High Risk,4,0,4,11,1374468.59,42
16128418,Y,63,F,M,Secondary,8500,Low Risk,4,0,0,120,1309507.93,38
59476859,Y,75,F,D,Unknown,8500,Low Risk,5,3,2,42,1336116.98,39
82939638,N,68,M,D,Secondary,8000,High Risk,4,4,3,10,1161571.04,38
58721030,Y,61,M,M,4 yr Degree,4500,Good,2,0,0,27,732018.11,38
24219065,N,53,F,W,Unknown,7500,Low Risk,5,3,5,16,615054.84,40
34505001,Y,58,F,M,Advanced Degree,9500,Unknown,6,6,0,11,842748.85,40
86566479,Y,74,M,M,Secondary,1000,Low Risk,5,2,3,45,1474873.37,41
47107126,Y,56,M,M,College,3500,High Risk,1,0,0,2,867336.10,40
52722958,N,63,M,W,Advanced Degree,1000,Low Risk,4,0,3,93,1211109.17,37
81604698,Y,59,M,D,Primary,7000,High Risk,6,6,4,9,1601480.72,40
78317235,N,46,M,U,College,1000,Unknown,4,2,3,21,1084148.51,36
39866296,Y,66,F,S,2 yr Degree,1500,High Risk,6,6,0,11,995340.32,36
94916870,N,50,F,M,2 yr Degree,5000,High Risk,4,1,0,24,1137993.71,36
3342064,Y,71,M,D,Advanced Degree,500,High Risk,4,0,4,30,1372523.91,42
91766386,N,44,F,U,College,9500,Low Risk,4,4,2,22,1112954.24,40
30393607,N,44,F,W,Unknown,4500,Good,6,1,0,18,1091475.48,40
54799213,N,67,F,D,4 yr Degree,4500,Low Risk,2,0,2,72,1087801.65,34
77646119,Y,63,F,W,2 yr Degree,9000,Good,3,0,0,8,1026726.91,39
36045049,Y,65,F,D,Secondary,9500,High Risk,6,0,0,256,1219865.45,39
88765807,Y,60,F,M,Secondary,4500,Low Risk,6,3,1,37,1248743.14,33
77775087,Y,74,M,M,4 yr Degree,5000,Unknown,6,5,4,1,1041938.04,38
98584611,N,42,M,M,College,1500,Unknown,4,0,1,5,1387698.57,41
3793727,Y,39,M,W,Unknown,8500,High Risk,2,2,2,23,1118662.66,38
30746058,Y,52,F,W,College,3500,Good,4,3,3,11,754215.60,40
37023724,Y,44,F,S,Secondary,9000,Good,6,1,2,49,1197571.33,42
94949048,N,74,M,U,College,9500,Unknown,5,0,5,47,1317317.07,38
80225043,N,74,M,S,4 yr Degree,1000,Unknown,6,4,5,78,923830.05,37
85331156,Y,68,M,U,College,1000,Good,5,0,3,35,1272562.80,34
30756622,N,77,F,M,College,7000,Low Risk,5,5,2,43,1220173.63,38
40352847,Y,51,M,D,Secondary,6000,Unknown,6,5,1,12,1058406.58,37
51547140,N,47,M,U,2 yr Degree,7000,Good,6,3,4,34,734520.91,33
62077089,Y,48,F,D,College,9500,Low Risk,6,4,4,8,1020547.84,36
56250993,Y,40,F,W,4 yr Degree,7000,High Risk,2,2,2,11,1125482.68,36
96938495,N,40,M,U,2 yr Degree,10000,High Risk,4,2,0,31,961224.26,38
73017713,N,63,M,D,Secondary,5000,Good,3,3,3,71,1177894.17,38
26663539,N,39,M,D,4 yr Degree,1500,Unknown,5,0,5,293,948390.45,38
45367692,N,73,M,D,4 yr Degree,5000,High Risk,4,4,3,57,1252548.07,41
45630802,N,76,F,S,Primary,2000,Unknown,6,3,5,25,1468063.81,41
30310620,Y,34,M,M,Advanced Degree,4000,Unknown,5,2,4,69,1304828.06,40
89439822,Y,70,M,D,2 yr Degree,4500,High Risk,6,5,5,14,883945.36,40
379117,Y,44,F,U,College,4500,Low Risk,6,6,5,42,1130512.78,41
15196331,Y,41,M,W,4 yr Degree,6000,Low Risk,6,4,2,12,1278541.11,40
79456463,Y,52,M,S,4 yr Degree,1500,Unknown,5,2,3,84,773143.51,38
77562105,Y,42,M,M,Primary,10000,Low Risk,3,3,0,58,1336155.97,34
33343847,N,65,M,W,Secondary,1000,High Risk,6,6,2,29,1456900.40,38
24655056,N,34,F,D,2 yr Degree,9000,Low Risk,3,1,2,20,1151471.36,42
88805869,N,54,M,W,Advanced Degree,4000,High Risk,6,1,5,1,986177.87,39
18500458,Y,52,M,S,Advanced Degree,1500,High Risk,4,2,2,105,988729.15,37
3561369,N,49,F,D,2 yr Degree,1000,Unknown,5,3,2,76,1389758.25,40
27070479,N,41,F,U,College,9000,Good,5,3,2,25,888482.34,42
35555278,Y,50,M,S,Secondary,6500,Low Risk,2,0,2,13,1240975.71,40
2011537,Y,38,M,U,Advanced Degree,2000,Unknown,5,2,4,2,1091452.97,40
1932666,Y,44,F,D,Secondary,1000,Low Risk,6,3,5,32,1132561.48,41
48887067,N,77,F,M,2 yr Degree,5500,Unknown,3,1,3,387,1140713.72,37
67746954,N,67,M,S,College,4000,Unknown,6,5,6,15,1221782.12,35
56521348,N,58,F,S,Secondary,7500,High Risk,4,0,0,30,1277108.48,40
93557117,N,72,F,U,2 yr Degree,4500,Low Risk,6,2,3,63,1153633.33,38
99957915,N,67,F,S,4 yr Degree,9000,Unknown,4,0,4,21,1245106.34,39
36906778,Y,42,M,U,Advanced Degree,7000,Good,4,3,2,35,1202033.81,37
44472548,Y,75,M,M,4 yr Degree,9500,Unknown,6,6,2,46,1564184.93,42
61395863,N,52,M,U,Unknown,5000,High Risk,6,2,2,78,1456045.70,38
333881,N,49,F,D,Primary,1500,Good,2,2,2,21,1209998.48,42
46628289,Y,34,M,W,Advanced Degree,8500,Low Risk,6,3,2,2,1125628.92,41
40394209,N,53,M,D,Primary,8500,Good,4,0,0,67,769400.44,41
65245706,N,45,M,U,Secondary,1000,Good,6,1,0,13,1059747.28,36
97638043,N,39,M,U,Secondary,3000,Good,6,2,6,33,794970.94,39
20654846,N,64,F,W,Secondary,2500,High Risk,6,0,5,2,920364.64,40
21563093,N,46,M,M,Primary,2000,Good,4,4,1,8,806383.51,38
19392711,N,38,M,S,Unknown,10000,High Risk,5,0,1,63,1236978.45,40
61163869,N,48,F,M,Secondary,2000,Good,4,4,0,43,820414.54,39
30940584,N,39,F,S,Primary,7500,High Risk,5,1,0,19,1302450.16,41
25935244,Y,73,F,D,Advanced Degree,2000,Low Risk,3,2,0,143,678207.48,38
87924294,Y,42,F,D,Primary,1500,High Risk,6,0,6,90,1145262.20,36
89745629,Y,42,F,S,College,7500,High Risk,6,2,0,1,1377775.80,35
61289278,Y,39,M,M,Primary,4000,Low Risk,6,2,3,370,1228741.35,36
53575804,N,72,F,W,College,6500,Unknown,6,2,1,86,877222.72,38
61581878,N,41,M,M,Unknown,4000,Low Risk,6,2,4,51,1297196.39,40
59365310,Y,40,F,D,4 yr Degree,9000,Low Risk,4,1,2,14,1510742.32,38
53785031,Y,35,F,D,2 yr Degree,6000,Low Risk,5,1,3,22,912662.13,40
17836974,Y,62,F,D,2 yr Degree,8500,Low Risk,3,0,1,2,813608.99,40
90723923,N,76,F,U,Primary,500,Low Risk,6,1,6,36,1141544.79,33
32035293,Y,63,M,M,Primary,3500,Low Risk,6,4,3,6,1166709.85,39
73800219,N,76,F,W,College,9000,High Risk,5,3,0,55,578281.06,35
56946716,Y,73,M,M,Secondary,8500,Low Risk,6,3,3,35,981306.79,39
32855661,Y,59,M,U,Unknown,9500,Unknown,5,4,1,77,1469053.26,39
62229741,Y,74,F,W,Advanced Degree,2000,Low Risk,5,0,3,26,1172748.97,41
53311476,N,42,M,D,Unknown,7000,High Risk,5,5,4,4,1315773.65,38
61897647,Y,46,M,S,Advanced Degree,5000,High Risk,5,0,3,3,1115005.27,36
11797959,Y,41,F,D,Secondary,3000,Good,5,4,2,8,965460.09,40
52023581,N,49,M,M,2 yr Degree,3500,High Risk,5,1,0,25,1037759.96,39
1658168,N,42,F,U,4 yr Degree,4000,Low Risk,3,3,3,105,1343302.20,38
37882424,N,77,F,W,2 yr Degree,7500,Unknown,5,1,3,26,1288122.03,37
60005438,Y,61,F,M,Primary,8000,Good,5,4,3,47,849337.83,37
42562644,N,62,M,D,Primary,9000,High Risk,6,2,3,16,612471.54,38
54150400,N,77,M,U,Advanced Degree,2500,Good,4,0,3,7,775944.88,40
99084967,N,61,F,D,Unknown,4000,Low Risk,4,4,3,36,736123.41,37
36942379,Y,37,M,W,2 yr Degree,9000,Unknown,5,2,4,25,1109926.76,40
68584867,Y,77,F,W,Advanced Degree,1000,Good,5,0,4,71,940588.36,38
9111766,N,52,F,M,Unknown,9500,Unknown,6,6,6,377,1423712.51,40
29246825,N,40,F,U,2 yr Degree,6000,High Risk,6,3,5,106,624143.71,38
57679787,N,36,M,S,Unknown,1500,Unknown,5,5,1,13,1367952.12,39
31688761,N,70,M,W,4 yr Degree,9500,High Risk,5,1,3,10,1251103.63,39
71812097,N,34,M,D,Primary,3000,High Risk,5,0,5,61,1148415.66,35
7182373,N,36,F,S,Primary,5500,High Risk,6,6,5,0,1019749.30,39
29470130,Y,53,F,M,Unknown,10000,High Risk,4,2,0,36,1288649.46,41
78069908,Y,55,M,D,College,4000,Unknown,4,2,0,9,773824.40,39
7971790,Y,46,F,M,4 yr Degree,9000,High Risk,4,4,0,15,58516698.20,1298
27645137,Y,43,M,M,Unknown,1500,Good,1,1,1,117,1333866.07,41
47413935,Y,47,F,W,Secondary,6500,Low Risk,6,1,1,27,1414486.40,39
21794607,Y,34,M,S,Advanced Degree,5000,Unknown,6,2,2,26,963465.10,38
63416396,N,50,F,W,Advanced Degree,2500,Unknown,6,6,5,19,1355854.02,40
811883,Y,55,F,U,Secondary,3000,Low Risk,5,2,4,16,1206191.14,41
611103,Y,35,M,S,Advanced Degree,500,Low Risk,5,1,3,15,751403.83,38
49983039,N,43,F,M,4 yr Degree,7500,Unknown,2,2,1,374,981687.90,39
26392505,N,62,F,W,Secondary,9500,High Risk,5,2,1,84,1156864.58,37
8429149,N,53,F,S,Advanced Degree,2500,Good,3,3,0,56,1064817.42,42
90549739,N,50,M,M,Primary,4000,Low Risk,4,2,3,43,628569.02,36
10448738,Y,51,M,U,Primary,9500,High Risk,4,3,3,90,1440853.28,39
51458107,N,72,F,U,4 yr Degree,6500,Unknown,6,5,3,49,1021343.01,37
69282592,N,70,F,W,College,2000,Good,3,3,0,21,1252728.02,37
7637375,N,46,F,D,Advanced Degree,8000,High Risk,6,1,3,24,1311337.28,41
3935313,Y,57,F,U,Primary,500,High Risk,4,2,0,9,1289375.71,40
349391,N,79,M,D,4 yr Degree,5500,Unknown,5,2,0,55,916688.24,40
24296723,N,45,F,M,Primary,4000,High Risk,4,1,0,38,972863.98,38
82022281,Y,41,M,U,College,5500,Low Risk,5,1,0,22,1049427.61,39
56779134,Y,44,M,W,College,10000,High Risk,5,4,4,38,1034949.57,35
27321536,N,75,M,U,Unknown,6500,Low Risk,2,0,0,9,1127309.86,39
38756085,N,67,M,D,College,4500,Good,4,0,3,51,994475.31,39
40442207,Y,47,F,S,Secondary,3500,High Risk,5,1,3,122,713832.97,40
83666512,N,45,F,S,Secondary,500,Good,6,6,6,13,1140565.33,38
14973968,N,34,F,M,Secondary,5500,High Risk,6,2,2,25,1034021.19,36
79126193,N,50,F,M,Secondary,6500,Low Risk,6,5,2,23,723678.82,37
43153018,Y,37,F,S,Primary,1000,High Risk,6,6,2,47,1227049.09,38
88025440,Y,51,M,S,2 yr Degree,4000,Good,6,0,2,24,1074681.93,36
58584474,N,47,F,W,Unknown,6500,Good,4,3,0,16,1094411.69,36
6627680,N,50,M,U,Unknown,2500,High Risk,3,3,2,45,1176427.55,38
81456117,N,73,F,U,4 yr Degree,8500,Unknown,6,3,0,40,10488269.49,1300
92643367,N,73,M,U,2 yr Degree,8500,Unknown,5,2,5,6,1387801.11,37
11280257,N,74,F,W,Unknown,3500,Unknown,3,2,2,28,946090.56,38
79697557,N,58,M,W,College,3000,Low Risk,3,3,3,26,737402.54,36
1339642,N,50,F,M,4 yr Degree,1000,Unknown,6,1,2,49,954121.56,38
77375037,N,71,F,M,Secondary,7500,High Risk,6,6,4,6,1365084.74,37
1265475,Y,42,F,M,College,3500,Unknown,3,0,2,96,1073777.17,40
38258404,N,49,F,D,4 yr Degree,9500,Low Risk,3,0,3,21,818915.21,37
83089256,Y,34,F,D,2 yr Degree,4500,High Risk,4,0,2,12,964668.98,37
4290794,N,61,M,M,Unknown,6500,Low Risk,6,0,0,36,887206.76,35
82003016,N,64,F,S,Secondary,6500,Low Risk,5,2,4,77,1191908.39,40
92556567,N,74,M,U,2 yr Degree,10000,High Risk,3,2,3,35,855262.57,37
18499836,N,74,F,D,Advanced Degree,2000,High Risk,6,1,4,117,1386317.63,42
68760106,Y,65,M,U,Secondary,7500,Low Risk,5,4,5,87,857251.76,39
28348177,N,54,M,S,2 yr Degree,1000,High Risk,2,2,0,14,918697.69,36
68859860,Y,67,F,D,Unknown,2000,Unknown,5,2,1,23,755172.96,37
55378228,N,46,M,S,Unknown,5000,High Risk,5,1,2,101,673174.21,35
40376749,N,57,M,U,Primary,5000,Good,5,3,3,51,700370.29,42
83504387,Y,42,F,U,College,5000,Good,5,2,3,42,1194443.68,38
16471369,Y,61,M,U,Primary,7500,Unknown,0,0,0,1,1422123.31,41
79376584,Y,74,F,D,Unknown,7500,Good,5,4,2,15,1217919.16,39
1806947,Y,43,F,S,2 yr Degree,8500,Low Risk,4,2,0,35,1121438.92,42
97688204,N,46,F,W,2 yr Degree,7000,Good,5,5,3,67,1022184.06,42
23474164,Y,72,F,M,Advanced Degree,8500,Good,5,1,5,15,1457475.98,40
2029190,Y,57,F,S,4 yr Degree,6000,High Risk,4,0,0,353,1118544.88,43
39695176,Y,47,M,U,Primary,8000,High Risk,4,1,1,8,1034155.83,40
11637252,N,48,M,S,Unknown,7000,Low Risk,6,2,0,10,722212.89,40
90001315,N,46,F,D,Primary,6500,Good,5,4,4,55,807322.98,37
69650057,Y,54,M,D,Secondary,2000,Good,6,4,4,53,1088085.27,38
37401337,N,79,F,W,Primary,6500,Unknown,4,0,3,36,729502.46,37
70818815,N,56,M,W,Unknown,8500,High Risk,3,2,0,105,811710.45,36
82322743,Y,53,F,S,2 yr Degree,3000,High Risk,2,1,2,120,753345.16,37
46920234,N,34,M,S,4 yr Degree,9000,Good,2,0,2,32,1304680.56,40
38787812,N,65,F,S,4 yr Degree,4000,Low Risk,1,0,0,0,1001720.87,37
54536077,Y,68,F,D,Unknown,5500,Low Risk,6,3,5,74,851201.10,36
74058219,N,47,M,W,2 yr Degree,1000,Good,6,1,4,57,1123679.03,39
88690592,N,37,M,D,College,1000,Good,6,6,3,58,1332627.12,37
61312546,N,52,F,M,College,6000,Good,6,4,5,30,1253940.04,39
14512313,N,42,M,D,College,7000,Good,5,4,0,2,1309692.51,37
97990186,N,74,M,S,Advanced Degree,500,Good,2,2,0,5,1510457.70,36
82754767,Y,67,M,W,Secondary,4000,Unknown,5,2,3,8,1090861.08,40
97272971,Y,49,M,S,Advanced Degree,9000,Low Risk,6,4,3,76,959053.40,38
60762326,Y,48,M,W,2 yr Degree,6500,Low Risk,6,3,3,50,791701.93,37
51238452,N,70,M,S,College,6000,Low Risk,6,6,3,4,1119742.56,38
48710795,Y,36,F,U,Unknown,9000,Unknown,6,5,3,8,1172100.27,36
95029737,Y,66,M,M,Unknown,500,Unknown,6,6,2,31,954447.45,38
11485982,Y,76,M,D,Secondary,2500,High Risk,4,4,1,4,1324129.21,39
30314269,N,45,M,W,4 yr Degree,3000,Low Risk,4,2,0,92,1041838.68,40
79689154,Y,41,F,U,4 yr Degree,10000,Unknown,5,5,5,7,878091.14,39
24789764,N,51,F,U,Unknown,9500,Low Risk,6,3,4,24,873538.57,38
91025827,Y,49,M,U,College,7000,Unknown,4,1,0,67,852666.57,40
42779963,Y,67,F,M,4 yr Degree,8000,Unknown,6,5,1,17,1349099.51,42
64079841,N,77,M,U,Secondary,5000,Unknown,5,2,1,65,902507.69,34
34423905,Y,72,M,W,Advanced Degree,3000,Low Risk,5,4,0,122,1085026.66,44
78755783,N,76,F,U,2 yr Degree,1000,High Risk,4,2,3,93,1200566.71,40
14856242,Y,72,M,W,2 yr Degree,3500,Good,6,2,1,34,1009828.56,38
30599558,Y,74,F,U,Unknown,8500,Low Risk,6,1,5,45,926107.62,35
52010190,N,41,M,M,Unknown,6000,Unknown,3,2,2,38,1246199.88,38
65418014,N,63,M,W,Secondary,8000,Unknown,5,0,2,15,1325864.63,39
22138165,Y,58,F,W,Secondary,4500,Unknown,4,2,2,93,952060.41,37
28777309,Y,41,F,S,Primary,7000,Unknown,6,6,3,5,1249225.47,39
36592902,Y,77,F,M,College,7500,Unknown,4,4,4,148,1018726.85,37
29409655,N,78,M,U,Advanced Degree,4500,Unknown,4,1,0,106,1327330.29,41
83007036,Y,42,F,S,Unknown,4000,Unknown,5,5,5,89,870363.33,37
42910140,N,37,F,W,4 yr Degree,5000,Good,5,4,0,8,898572.59,39
35520430,Y,53,F,S,College,3500,High Risk,6,3,3,69,1260179.68,40
32900099,Y,42,F,U,4 yr Degree,8500,Unknown,4,0,4,29,914687.43,39
59397245,N,78,M,M,Primary,7000,Unknown,3,0,0,106,663632.94,37
25212226,N,55,F,M,Unknown,3000,Good,4,1,0,3,1103906.75,41
90470303,N,43,F,W,Primary,7000,Good,6,4,3,20,1089721.38,37
46741017,N,73,M,W,4 yr Degree,1000,Unknown,3,3,2,62,1574811.58,42
12390985,Y,31,F,M,Unknown,500,High Risk,0,0,0,81,1409941.08,42
34035220,Y,59,M,S,Secondary,7000,Low Risk,0,0,0,44,962510.15,41
71559867,Y,38,M,M,4 yr Degree,4000,Unknown,5,1,3,43,1175315.25,38
98820991,Y,68,F,U,Unknown,10000,High Risk,5,1,0,20,613456.98,38
60114432,Y,58,M,W,College,6500,High Risk,5,1,0,5,749374.65,38
15996379,N,44,M,S,Secondary,1000,Good,3,2,1,17,1549843.85,41
54994788,Y,76,F,D,Advanced Degree,9000,Unknown,6,3,2,104,1137247.06,41
26184301,N,78,M,M,Primary,9500,Low Risk,4,0,4,45,1195047.09,34
34238856,Y,53,M,D,Secondary,5500,Good,4,1,3,262,1314352.42,39
56095554,N,78,F,S,Unknown,5500,Unknown,6,5,3,190,910782.27,37
75951704,Y,79,M,D,Unknown,10000,Good,5,5,5,43,861449.07,41
36567475,Y,39,M,W,Unknown,4500,High Risk,5,0,3,129,802517.82,40
88016360,N,45,F,D,Primary,4500,Good,5,1,5,17,1142638.22,36
9258299,Y,63,M,D,Secondary,5500,Unknown,4,0,2,2,1024736.56,38
13354532,N,35,M,S,4 yr Degree,1000,Low Risk,5,4,1,5,1306120.42,42
91559923,Y,47,F,U,Primary,1500,Good,5,3,1,19,1005317.20,35
45541402,Y,35,M,M,Primary,3000,Good,6,3,4,39,1028232.58,38
9734016,Y,44,F,D,4 yr Degree,10000,Low Risk,4,0,2,46,734400.27,40
99118260,N,61,F,D,Unknown,9500,Good,3,0,2,22,724654.39,37
15784271,Y,64,F,U,Primary,5000,Unknown,5,3,3,2,1050475.18,37
92689402,Y,67,F,W,Primary,8500,Low Risk,5,4,1,26,877849.22,34
62350757,N,37,M,M,Primary,9000,Unknown,6,6,3,9,1022827.65,37
24461040,N,76,F,U,Unknown,3500,Good,6,3,2,45,1328406.90,41
13584604,Y,46,M,S,College,3000,High Risk,6,5,5,13,1037589.62,36
5023598,Y,38,F,S,Secondary,1000,Good,6,3,5,50,712185.54,36
72979775,N,79,F,W,Primary,1000,High Risk,3,3,2,34,1174594.59,40
15934690,Y,34,M,S,Advanced Degree,3000,Unknown,3,0,0,28,1014270.04,40
12814726,N,65,M,M,Unknown,5000,Good,6,2,1,111,879994.58,37
34701437,Y,77,M,S,2 yr Degree,6000,High Risk,6,5,6,37,1273222.73,40
27737241,N,65,M,S,Secondary,500,Unknown,5,2,0,9,927903.16,43
52370722,N,76,M,S,Primary,2500,Unknown,5,0,1,28,808586.79,35
31816218,Y,44,F,M,4 yr Degree,4000,Unknown,2,0,0,15,1023978.38,35
29935778,Y,45,M,D,Primary,6500,Good,3,2,3,8,1556745.27,38
49866262,N,65,F,W,Advanced Degree,2000,High Risk,6,2,5,57,904044.76,39
60039946,N,48,F,D,Unknown,8500,Good,6,0,3,28,1314043.45,38
129610,Y,40,M,S,College,3500,Good,3,0,0,18,1301773.73,40
23548184,Y,57,M,M,College,2500,High Risk,4,4,2,29,1099979.04,41
60829133,N,66,M,D,Advanced Degree,8000,High Risk,2,2,2,2,889354.13,37
96976338,Y,61,F,D,Secondary,4000,High Risk,6,6,0,7,899894.35,40
34861084,Y,34,F,S,2 yr Degree,500,Low Risk,6,4,4,14,733380.40,34
47582173,Y,40,M,M,Secondary,4000,High Risk,6,0,5,81,647659.21,36
59213793,Y,76,M,D,Unknown,5000,Low Risk,6,1,1,73,949109.07,37
13184358,N,38,F,D,2 yr Degree,8500,High Risk,5,1,0,5,724119.86,43
36433414,Y,46,M,M,Unknown,2500,Low Risk,6,3,3,56,1178101.54,38
